fram_x,predict
0,15
1,21
2,30
3,25
4,15
5,15
6,17
7,15
8,16
9,17
10,15
11,20
12,20
13,20
14,14
15,19
16,16
17,20
18,24
19,23
20,18
21,28
22,24
23,18
24,22
25,21
26,18
27,18
28,14
29,24
30,23
31,24
32,31
33,28
34,18
35,22
36,21
37,24
38,23
39,24
40,28
41,23
42,23
43,17
44,16
45,15
46,21
47,30
48,25
49,28
50,30
51,21
52,14
53,16
54,14
55,12
56,10
57,14
58,27
59,16
60,20
61,19
62,20
63,14
64,13
65,31
66,22
67,32
68,30
69,21
70,23
71,18
72,11
73,27
74,23
75,29
76,25
77,32
78,20
79,18
80,14
81,19
82,11
83,23
84,18
85,22
86,25
87,24
88,23
89,14
90,13
91,14
92,16
93,19
94,27
95,26
96,28
97,19
98,16
99,14
